Format Version,1.2,Take Name,Test_4_sx,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2025-02-27 02.30.37.659 PM,Total Frames,17747,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,
,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,
,,arm_elbow,arm_elbow,arm_elbow,arm_shoulder,arm_shoulder,arm_shoulder,arm_finger,arm_finger,arm_finger,arm_hand,arm_hand,arm_hand,arm_EE,arm_EE,arm_EE,
,,8392B20CF49E357145CE0C9500000003,8392B20CF49E357145CE0C9500000003,8392B20CF49E357145CE0C9500000003,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000004,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000001,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000002,8392B20CF49E357145CE0C9500000000,8392B20CF49E357145CE0C9500000000,8392B20CF49E357145CE0C9500000000,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
116,0.966667,0.04669,0.300467,0.069541,-0.079025,0.568391,0.184541,0.351524,0.172776,0.299527,0.319318,0.268237,0.277928,0.312837,0.130906,0.305372,
117,0.975,0.047254,0.300458,0.069811,-0.078875,0.568397,0.184986,0.349674,0.167702,0.300169,0.319229,0.263881,0.279087,0.310245,0.126401,0.305152,
118,0.983333,0.047727,0.300384,0.07009,-0.078705,0.568362,0.18543,0.347686,0.162837,0.300866,0.318931,0.25968,0.280329,0.307576,0.122095,0.304996,
119,0.991667,0.048104,0.300246,0.070377,-0.078519,0.568287,0.185867,0.34558,0.158205,0.301625,0.318441,0.255655,0.281636,0.30485,0.118017,0.304962,
120,1,0.048389,0.300042,0.070673,-0.078321,0.568174,0.186292,0.343387,0.153831,0.302454,0.317778,0.251829,0.282984,0.302092,0.114184,0.305066,
121,1.008333,0.048585,0.299772,0.070978,-0.078115,0.568027,0.186699,0.34114,0.149736,0.303353,0.316961,0.24822,0.284346,0.299332,0.110609,0.305322,
122,1.016667,0.048699,0.299435,0.071292,-0.077908,0.567852,0.187084,0.338873,0.145935,0.30432,0.316007,0.244843,0.28571,0.296603,0.1073,0.305735,
123,1.025,0.048734,0.299034,0.071621,-0.077705,0.567652,0.187445,0.336611,0.142434,0.305361,0.314934,0.241707,0.287081,0.293929,0.104257,0.306303,
124,1.033333,0.048696,0.298571,0.07197,-0.077511,0.567433,0.187777,0.334366,0.139225,0.306482,0.313755,0.238811,0.288475,0.291323,0.101466,0.307013,
125,1.041667,0.048588,0.298052,0.072347,-0.077331,0.5672,0.188076,0.332148,0.136292,0.307682,0.312486,0.236147,0.289913,0.288788,0.098911,0.307839,
